hostname,hostid,sy_name,hd_name,hip_name,tic_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,st_logg,st_age,st_met,st_metratio,st_radv,st_rotp,st_vsin,st_log_rhk
Kepler-320,2.558110,Kepler-320,,,TIC 275575525,Gaia DR3 2128079230577866880,,6435,1.108,1.072,0.37419,0.56,4.419,2.14,-0.1228,[M/H],,,,
Kepler-321,2.525996,Kepler-321,,,TIC 271046140,Gaia DR3 2078327974388092544,,5740,1.194,1.024,-0.00798,1.09,4.302,2.09,0.121,[M/H],-10.76686,,,
Kepler-322,2.527237,Kepler-322,,,TIC 123313142,Gaia DR3 2117317588719059968,,5388,0.89,0.908,-0.28786,1.64,4.501,1.1,0.12,[Fe/H],-22.96,,6.3,
Kepler-323,2.422765,Kepler-323,,,TIC 137150039,Gaia DR3 2052582432887909376,,6004,1.12,1.015,0.15091,0.74,4.38,5.4,-0.14,[Fe/H],,,,
Kepler-324,2.37283,Kepler-324,,,TIC 243271716,Gaia DR3 2132078120004385152,,5233,0.835,0.901,-0.30825,1.85161,4.54,3.39,0.18,[Fe/H],,,,
Kepler-324,2.37283,Kepler-324,,,TIC 243271716,Gaia DR3 2132078120004385152,,5191,0.826,0.844,-0.30825,5.19596,4.53,3.39,0.08,[Fe/H],,,,
Kepler-324,2.37283,Kepler-324,,,TIC 243271716,Gaia DR3 2132078120004385152,,5194,0.84,0.901,-0.30825,1.85161,4.53,3.39,0.18,[Fe/H],,,,
Kepler-325,2.39608,Kepler-325,,,TIC 267671250,Gaia DR3 2133021810218800384,,5752,1.003,0.914,-0.25468,1.6,4.411,0.93,0.02,[Fe/H],,,,
Kepler-326,2.556579,Kepler-326,,,TIC 270956861,Gaia DR3 2128098197152438144,,5105,0.801,0.91,-0.15657,0.81,4.556,13.18,0.2385,[M/H],,,,
Kepler-327,2.523765,Kepler-327,,,TIC 63366281,Gaia DR3 2126336710805475712,,3799,0.492,0.591913,-1.25964,3.773865,4.758,3.28,-0.2,[Fe/H],,,,
Kepler-328,2.449974,Kepler-328,,,TIC 184164097,Gaia DR3 2076373321899335808,,6064,1.06,1.15,0.44013,0.99346,4.44,2.57,0.08,[Fe/H],,,,
Kepler-329,2.545070,Kepler-329,,,TIC 268713285,Gaia DR3 2079224424266279936,,4257,0.523,0.602,-0.97062,2.46841,4.74,3.47,-0.44,[Fe/H],,,,
Kepler-33,2.556009,Kepler-33,,,TIC 158935283,Gaia DR3 2127355923723254272,,5904,1.82,1.291,0.556,0.3,4.027,4.27,0.025,[Fe/H],14.09,,3.4,
Kepler-330,2.538313,Kepler-330,,,TIC 158727691,Gaia DR3 2127181926007695744,,5117,0.722,0.848,-0.44191,1.73,4.636,3.47,0.16,[Fe/H],,,,
Kepler-331,2.438868,Kepler-331,,,TIC 351063265,Gaia DR3 2052794982231985664,,4347,0.492,0.653,-0.78358,6.72352,4.768,1.2,0.1179,[M/H],,,,
Kepler-332,2.9798,Kepler-332,,,TIC 158272257,Gaia DR3 2130683904901068800,,4955,0.72,0.743,-0.5837,2.21,4.611,2.82,-0.13,[Fe/H],,,,
Kepler-333,2.467267,Kepler-333,,,TIC 137556197,Gaia DR3 2053581167404822272,,4259,0.534,0.601,-0.92812,2.78337,4.732,3.24,0.0465,[M/H],,,,
Kepler-334,2.4910,Kepler-334,,,TIC 158394479,Gaia DR3 2130661880308812800,,5828,1.068,1.022,0.05556,1.02,4.385,2.75,-0.012,[M/H],-32.11942,,,
Kepler-335,2.547921,Kepler-335,,,TIC 272085033,Gaia DR3 2079810120364906880,,5877,1.854,1.367,0.57766,0.26,4.017,3.09,0.278,[M/H],,,,
Kepler-336,2.475921,Kepler-336,,,TIC 122298677,Gaia DR3 2101792175301394048,,5867,1.304,1.09,0.26,1.04528,4.264,4.9,0.337,[M/H],,,,
Kepler-337,2.5191,Kepler-337,,,TIC 159226052,Gaia DR3 2127851116271982848,,5684,1.761,1.081,0.48057,0.19,4.004,7.94,0.07,[Fe/H],-64.56964,,,
Kepler-338,2.462406,Kepler-338,,,TIC 258203303,Gaia DR3 2104344141784539264,,5923,1.735,1.105,0.5857,0.21,4.017,6.46,-0.029,[M/H],-15.36241,,,
Kepler-338,2.462406,Kepler-338,,,TIC 258203303,Gaia DR3 2104344141784539264,,5999,1.735,1.14,0.5857,0.21,4.02,6.46,-0.029,[M/H],-15.36241,,,
Kepler-339,2.24362,Kepler-339,,,TIC 26817284,Gaia DR3 2128911251641171200,,5631,0.802,0.87,-0.31322,1.77,4.586,0.98,0.033,[M/H],,,,
Kepler-34,2.535659,Kepler-34,,,TIC 272369124,Gaia DR3 2079692678777827712,,5913,1.1618,1.0479,0.173,0.2529,4.3284,,-0.07,[M/H],,,5,
Kepler-340,2.455768,Kepler-340,,,TIC 184247532,Gaia DR3 2076383625510685824,,6620,1.85,1.65,0.86749,0.62132,4.063,1.29,0.06,[Fe/H],,,,
Kepler-341,2.512180,Kepler-341,,,TIC 159179987,Gaia DR3 2102815683186036096,,6012,1.024,0.976,0.12721,0.6,4.437,9.12,0.07,[Fe/H],,,,
Kepler-342,2.569855,Kepler-342,,,TIC 63293562,Gaia DR3 2128298617506651904,,6366,1.34,1.26,0.45345,0.01292,4.28,2.04,0.12,[Fe/H],,,,
Kepler-342,2.569855,Kepler-342,,,TIC 63293562,Gaia DR3 2128298617506651904,,6175,1.472,1.213,0.45345,0.01292,4.187,2.82,-0.0006,[M/H],,,,
Kepler-343,2.495499,Kepler-343,,,TIC 63120970,Gaia DR3 2125773279815846656,,5807,1.433,1.055,0.2162,0.61,4.184,6.46,0.1445,[M/H],,,,
Kepler-344,2.561868,Kepler-344,,,TIC 63289452,Gaia DR3 2128263364414395136,,5774,0.976,0.931,-0.18481,1.44,4.451,2.51,0.0399,[M/H],,,,
Kepler-345,2.555051,Kepler-345,,,TIC 271546191,Gaia DR3 2080067749681845504,,4504,0.623,0.61,-0.49534,1.959659,4.683,2.75,0.1905,[M/H],,,,
Kepler-346,2.557714,Kepler-346,,,TIC 158660363,Gaia DR3 2130363259822710272,,6033,1.021,0.943,-0.15256,1.39,4.464,2.4,0.1,[Fe/H],,,,
Kepler-347,2.34182,Kepler-347,,,TIC 299158566,Gaia DR3 2132614922197436928,,6088,1.005,0.922,0.34232,0.32,4.472,11.75,-0.14,[Fe/H],,,,
Kepler-347,2.34182,Kepler-347,,,TIC 299158566,Gaia DR3 2132614922197436928,,5592,1.451,1,0.34232,0.05079,4.115,11.75,0.16,[Fe/H],,,,
Kepler-348,2.459744,Kepler-348,,,TIC 169180792,Gaia DR3 2073750986669231232,,6177,1.359,1.189,0.4331,0.55,4.244,2.29,-0.03,[Fe/H],-25.97353,,,
Kepler-349,2.535399,Kepler-349,,,TIC 270615037,Gaia DR3 2126415051008325376,,5956,0.927,1.083,-0.0073,1.1,4.518,0.55,0.1509,[M/H],,,,
Kepler-35,2.568478,Kepler-35,,,TIC 271040768,Gaia DR3 2128155371757730816,,5606,1.0284,0.8877,-0.027,2.80648,4.3623,,-0.34,[M/H],,,5,
Kepler-350,2.443826,Kepler-350,,,TIC 120498491,Gaia DR3 2100338792725538048,,6186,1.534,1.19,0.42842,0.68957,4.15,4,0.041,[M/H],,,,
Kepler-350,2.443826,Kepler-350,,,TIC 120498491,Gaia DR3 2100338792725538048,,6492.3,1.25,1,0.42842,0.68957,4.24,4,0.041,[M/H],,,,
Kepler-351,2.498275,Kepler-351,,,TIC 158218178,Gaia DR3 2105491997566014336,,5643,0.854,0.81,-0.38644,2.34785,4.556,2.9,-0.16,[Fe/H],,,,
Kepler-351,2.498275,Kepler-351,,,TIC 158218178,Gaia DR3 2105491997566014336,,5225,0.78,0.81,-0.38644,2.34785,4.58,4.9,-0.16,[Fe/H],,,,
Kepler-352,2.557232,Kepler-352,,,TIC 269271535,Gaia DR3 2085281530744134272,,5212,0.781,0.798,-0.43235,2.01,4.566,1.7,-0.11,[Fe/H],-5.8662,,,
Kepler-352,2.557232,Kepler-352,,,TIC 269271535,Gaia DR3 2085281530744134272,,5208,0.772,0.796,-0.43235,3.6804,4.563,1.7,-0.14,[Fe/H],-5.8662,,,
Kepler-353,2.483829,Kepler-353,,,TIC 239229234,Gaia DR3 2076953069455745920,,3903,0.504,0.553,-1.18709,3.40975,4.751,4.59,-0.12,[Fe/H],,,,
Kepler-354,2.475600,Kepler-354,,,TIC 120578185,Gaia DR3 2103860562828483712,,4648,0.674,0.652,-0.71394,1.91598,4.627,13.8,-0.03,[Fe/H],,,,
Kepler-355,2.501599,Kepler-355,,,TIC 279915745,Gaia DR3 2105535462635217792,,6184,1.066,0.933,0.19516,0.59,4.441,10,-0.06,[Fe/H],,,,
Kepler-356,2.302548,Kepler-356,,,TIC 137636895,Gaia DR3 2051842839520109568,,6133,1.335,1.163,0.46128,0.42,4.256,4.17,-0.0226,[M/H],,,,
Kepler-357,2.523560,Kepler-357,,,TIC 159649595,Gaia DR3 2126194667646233984,,5036,0.834,0.794,-0.55635,1.99,4.503,2.14,0.06,[Fe/H],,,,
Kepler-358,2.21692,Kepler-358,,,TIC 26815908,Gaia DR3 2128902558627267200,,5908,0.954,0.94,-0.13809,2.43432,4.504,0.4,0.035,[M/H],,,,
Kepler-359,2.490500,Kepler-359,,,TIC 275568400,Gaia DR3 2077683871034907648,,6248,1.086,0.827,-0.09657,0.16559,4.429,3.02,-0.29,[Fe/H],,,,
Kepler-36,2.33138,Kepler-36,,,TIC 350810590,Gaia DR3 2129931456691176576,,5979,1.634,1.034,0.51005,0.3508,4.1,7.41,-0.18,[Fe/H],9.39315,,4.9,
Kepler-360,2.536522,Kepler-360,,,TIC 158213532,Gaia DR3 2106316012810255104,,6053,1.058,0.994,-0.13236,1.31,4.423,1.41,0.15,[Fe/H],,,,
Kepler-361,2.570581,Kepler-361,,,TIC 272601590,Gaia DR3 2080340222407746816,,6169,1.343,1.191,0.45876,0.38,4.254,3.89,0.04,[Fe/H],,,,
Kepler-362,2.11665,Kepler-362,,,TIC 63069779,Gaia DR3 2129141083930129536,,5788,0.722,0.904,0.20872,0.35,4.639,12.88,-0.12,[Fe/H],,,,
Kepler-363,2.475375,Kepler-363,,,TIC 258349590,Gaia DR3 2104466153215402624,,5593,1.485,1.226,0.36465,0.31,4.152,5.5,0.3965,[M/H],,,,
Kepler-364,2.7871,Kepler-364,,,TIC 123358019,Gaia DR3 2119591206965104768,,6108,1.284,1.076,0.35128,0.5,4.273,0.63,-0.031,[M/H],,,,
Kepler-365,2.32527,Kepler-365,,,TIC 27530849,,,6012,1.048,1.02,0.112,2.00592,4.434,4,-0.218,[M/H],,,,
Kepler-366,2.31717,Kepler-366,,,TIC 27914560,Gaia DR3 2086824935828106496,,6209,1.048,1.088,0.57277,0.22,4.452,6.61,-0.06,[Fe/H],,,,
Kepler-367,2.41151,Kepler-367,,,TIC 28159518,Gaia DR3 2087250476887856256,,4710,0.695,0.768,-0.61671,2.15,4.631,2.29,0.1974,[M/H],-23.80509,,,
Kepler-368,2.545919,Kepler-368,,,TIC 63066763,Gaia DR3 2126660856277325696,,5502,2.019,1.165,0.56235,0.13,3.903,6.46,0.03,[M/H],0.20118,,,
Kepler-369,2.17597,Kepler-369,,,TIC 26961231,Gaia DR3 2128835935094128512,,3591,0.471,0.5,-1.42022,4.326912,4.785,4.17,-0.09,[Fe/H],,,,
Kepler-37,2.532999,Kepler-37,,,TIC 164652245,Gaia DR3 2106674071344722688,,5357,0.789,0.79,-0.32187,2.46,4.5667,7.6,-0.36,[Fe/H],-30.1,,1.1,
Kepler-37,2.532999,Kepler-37,,,TIC 164652245,Gaia DR3 2106674071344722688,,5288,0.772,0.8,-0.32187,2.46,4.5667,3.8,-0.25,[Fe/H],-30.1,,1.1,
Kepler-370,2.467240,Kepler-370,,,TIC 137411225,Gaia DR3 2053578521704124160,,5852,0.9,0.982,0.00609,0.93,4.531,6.03,0.1323,[M/H],,,,
Kepler-371,2.429010,Kepler-371,,,TIC 137550286,Gaia DR3 2052702348375966208,,5666,0.992,0.876,0.24392,0.45,4.39,12.88,-0.1975,[M/H],,,,
Kepler-372,2.33141,Kepler-372,,,TIC 350810559,Gaia DR3 2129931942027348608,,6509,1.137,1.202,0.32073,0.54,4.405,2.349,-0.13,[Fe/H],,,,
Kepler-373,2.45810,Kepler-373,,,TIC 299218776,Gaia DR3 2133124511477266176,,5787,0.845,0.981,0.21244,0.43,4.562,10.96,0.14,[Fe/H],,,,
Kepler-374,2.494040,Kepler-374,,,TIC 270863576,Gaia DR3 2077745168807120128,,5977,0.911,1.033,0.27435,0.45,4.479,8.51,0.1111,[M/H],,,,
Kepler-375,2.18622,Kepler-375,,,TIC 299032517,Gaia DR3 2130963696251416960,,5826,0.837,0.891,-0.16278,1.37,4.567,0.4,-0.04,[Fe/H],,,,
Kepler-376,2.426358,Kepler-376,,,TIC 137219378,Gaia DR3 2052681801254023808,,5900,1.175,0.968,0.35663,0.35,4.303,1.91,-0.1038,[M/H],,,,
Kepler-377,2.430849,Kepler-377,,,TIC 184015535,Gaia DR3 2073157456550947200,,5949,1.224,1.043,0.21756,0.66,4.303,5.5,0.05,[Fe/H],,,,
Kepler-378,2.564759,Kepler-378,,,TIC 271354634,Gaia DR3 2080095512350543744,,4661,0.671,0.78,-0.65539,3.003438,4.647,3.24,0.1369,[M/H],-61.87915,,,
Kepler-379,2.433750,Kepler-379,,,TIC 184167421,Gaia DR3 2073167180357401984,,6054,1.306,1.125,0.27953,0.55,4.273,2.24,0.09,[Fe/H],,,,
Kepler-38,2.491483,Kepler-38,,,TIC 158316612,Gaia DR3 2105448841733970432,G4 V,5623,1.752,0.941,0.49161,0.175,3.926,10,-0.11,[M/H],,,2.4,
Kepler-380,2.27231,Kepler-380,,,TIC 48132154,Gaia DR3 2143746515354698496,,6045,1.224,0.99,0.2776,0.51,4.293,4.43,-0.16,[Fe/H],,,,
Kepler-381,2.519160,Kepler-381,,,TIC 164884235,Gaia DR3 2105835281411929728,,6197,2.188,1.198,0.5139,1.68502,3.837,2.57,-0.32,[Fe/H],-2.02699,,,
Kepler-381,2.519160,Kepler-381,,,TIC 164884235,Gaia DR3 2105835281411929728,,6152,1.568,1.144,0.5139,0.37,4.12,2.57,-0.2016,[M/H],-2.02699,,,
Kepler-382,2.553748,Kepler-382,,,TIC 268612521,Gaia DR3 2085261705174452736,,5600,0.945,1.002,0.14553,0.74,4.401,7.08,0.082,[M/H],,,,
Kepler-383,2.425082,Kepler-383,,,TIC 137150599,,,4710,0.672,0.669,-0.698,3.24938,4.624,13.9,-0.1785,[M/H],,,,
Kepler-384,2.536487,Kepler-384,,,TIC 158114249,Gaia DR3 2106306495162679552,,5577,0.882,0.882,0.39588,0.21,4.475,12.88,-0.29,[Fe/H],,,,
Kepler-385,2.44370,Kepler-385,,,TIC 27082352,Gaia DR3 2135203000771400320,,5829,1.157,1.05,0.14374,0.955768,4.33259,3.31,0.01,[Fe/H],,,,
Kepler-385,2.44370,Kepler-385,,,TIC 27082352,Gaia DR3 2135203000771400320,,6326,1.126,0.992,0.14374,0.79,4.412,3.31,0.01,[Fe/H],,,,
Kepler-386,2.26479,Kepler-386,,,TIC 267669725,Gaia DR3 2129492824571882240,,5178,0.767,0.825,-0.40199,1.58,4.558,9.9,0.07,[Fe/H],,,,
Kepler-387,2.550128,Kepler-387,,,TIC 158559417,Gaia DR3 2130255885640736768,,5774,1.046,0.85,0.13738,0.61,4.353,1.01,-0.3,[Fe/H],,,,
Kepler-388,2.534614,Kepler-388,,,TIC 164786156,Gaia DR3 2106711424679833984,,4498,0.586,0.635,-0.43932,3.16904,4.69,13.9,0,[Fe/H],,,,
Kepler-389,2.540196,Kepler-389,,,TIC 63074796,Gaia DR3 2126597569938248064,,5376,0.792,0.765,-0.51588,2.14,4.57,1.86,-0.1,[Fe/H],,,,
Kepler-39,2.557005,Kepler-39,,,TIC 272836943,Gaia DR3 2080168561154800384,F7 V,6350,1.4,1.29,0.34593,0.66,4.4,2.1,0.1,[Fe/H],-0.063,4.5,16,
Kepler-390,2.472423,Kepler-390,,,TIC 137340986,Gaia DR3 2101638759069485568,,5166,0.776,0.787,-0.352,1.5,4.569,3.24,-0.0443,[M/H],,,,
Kepler-391,2.49661,Kepler-391,,,TIC 290032428,Gaia DR3 2133196151531241216,K2 III-IV,5038,2.879,1.27,0.66276,0.0822,3.62,4.365,0.04,[Fe/H],21.59,,2.6,-5.14
Kepler-392,2.510380,Kepler-392,,,TIC 158796434,Gaia DR3 2102948483573807616,,5938,1.129,0.874,0.19453,0.59,4.323,2.97,-0.4362,[M/H],,,,
Kepler-393,2.542965,Kepler-393,,,TIC 159580535,Gaia DR3 2127390970655877888,,6189,1.382,1.256,0.52394,0.38,4.233,2.82,0.0322,[M/H],,,,
Kepler-394,2.47277,Kepler-394,,,TIC 27777414,Gaia DR3 2135378231142791808,,6402,1.132,0.87,0.05347,0.91,4.408,0.25,-0.3,[Fe/H],,,,
Kepler-394,2.47277,Kepler-394,,,TIC 27777414,Gaia DR3 2135378231142791808,,6398,1.101,1.141,0.05347,1.9638,4.411,0.25,-0.14,[Fe/H],,,,
Kepler-395,2.543160,Kepler-395,,,TIC 270520765,Gaia DR3 2126465903421535744,,4262,0.556,0.622827,-1.194,3.283175,4.729,1.6,-0.02,[Fe/H],,19.92,,
Kepler-396,2.30529,Kepler-396,,,TIC 27769688,Gaia DR3 2134847343121798528,,5656,1.06,0.85,-0.13461,1.34,4.32,0.62,0.1558,[M/H],,,,
Kepler-397,2.494258,Kepler-397,,,TIC 271963778,,,5307,0.767,0.844,-0.376,1.317,4.572,5.25,-0.24,[Fe/H],,,,
Kepler-398,2.455132,Kepler-398,,,TIC 137155210,Gaia DR3 2053457644144430848,,4557,0.67,0.72,-0.81101,0.37842,4.64,2.34,-0.06,[Fe/H],,,,
Kepler-398,2.455132,Kepler-398,,,TIC 137155210,Gaia DR3 2053457644144430848,,4493,0.613,0.649,-0.81101,0.37842,4.689,2.34,0.0528,[M/H],,,,
Kepler-399,2.462281,Kepler-399,,,TIC 172373693,Gaia DR3 2075060264503601280,,5502,0.68,0.902,-0.418,3.03003,4.62,3.98,0.14,[Fe/H],,,,
Kepler-4,2.42198,Kepler-4,,,TIC 350814622,Gaia DR3 2132152916856093952,,5857,1.487,1.223,0.354,0.46728,4.17,4.5,0.17,[Fe/H],-61,,2.2,
Kepler-40,2.12006,Kepler-40,,,TIC 272840455,Gaia DR3 2086577373912703104,F5 IV,6510,2.13,1.48,0.81889,0.213,3.94,2.8,0.1,[Fe/H],6.565,,9,
Kepler-400,2.457077,Kepler-400,,,TIC 122707140,,,5886,1.145,1.08,0.152,2.38563,4.35,3.63,0.0844,[M/H],,,,
Kepler-401,2.48372,Kepler-401,,,TIC 267746315,Gaia DR3 2133178765503484160,,6184,1.29,1.17,0.56611,0.25,4.28,3.39,0.02,[Fe/H],,,,
Kepler-401,2.48372,Kepler-401,,,TIC 267746315,Gaia DR3 2133178765503484160,,6117,1.333,1.173,0.56611,0.25,4.254,3.55,0,[Fe/H],,,,
Kepler-402,2.510341,Kepler-402,,,TIC 158725491,Gaia DR3 2102954187290293120,,6090,1.264,1.072,0.2035,0.84,4.278,1.4,-0.08,[M/H],4.3363,,,
Kepler-403,2.569749,Kepler-403,,,TIC 159174926,Gaia DR3 2127815657021840128,,6209,1.45,1.25,0.64405,0.22,4.21,3.09,0.16,[Fe/H],-31.09074,,,
Kepler-403,2.569749,Kepler-403,,,TIC 159174926,Gaia DR3 2127815657021840128,,6090,1.329,1.299,0.64405,0.22,4.266,3.09,0.079,[M/H],-31.09074,,,
Kepler-404,2.545522,Kepler-404,,,TIC 158268972,Gaia DR3 2106431392811409536,,5654,0.884,0.86,-0.33704,1.78,4.543,1.35,-0.03,[Fe/H],,,,
Kepler-405,2.425101,Kepler-405,,,TIC 137150544,Gaia DR3 2052726984308676864,,5818,0.893,0.873,-0.33143,1.65,4.536,2.09,-0.06,[Fe/H],,,,
Kepler-406,2.540186,Kepler-406,,,TIC 63066101,Gaia DR3 2126601108991279872,,5538,1.07,1.07,0.0482,1.12,4.409,5.84,0.18,[Fe/H],-57.12883,,0.4,
Kepler-407,2.37237,Kepler-407,,,TIC 405688133,Gaia DR3 2132086400701217792,G,5476,1.01,1,-0.03934,1.38,4.426,7.47,0.33,[Fe/H],-24.12963,,2,
Kepler-407,2.37237,Kepler-407,,,TIC 405688133,Gaia DR3 2132086400701217792,G,5487,1.04,0.99,-0.10791,1,4.3,2.88,0.35,[Fe/H],-24.12963,,2,
Kepler-408,2.23719,Kepler-408,,,TIC 48450369,Gaia DR3 2131593785132997632,,6104,1.23,1.08,0.28298,0.82,4.294,6.68,-0.2,[Fe/H],-54.91661,,3.1,
Kepler-409,2.571741,Kepler-409,,,TIC 270619260,Gaia DR3 2128215909315876352,,5421,0.897,0.913,-0.20201,1.81,4.5,5.8,0.05,[Fe/H],-28.25637,,2,
Kepler-41,2.554912,Kepler-41,,,TIC 271042217,Gaia DR3 2080061942886335744,G2 V,5750,1.29,1.15,0.26161,0.754,4.278,4.4,0.38,[Fe/H],-27.066,,6,
Kepler-410 A,2.542358,Kepler-410,HD 175289,,TIC 164458714,Gaia DR3 2106904148451706752,,6273,1.352,1.214,0.435,0.693,4.261,2.76,0.01,[Fe/H],-40.995,,12.9,
Kepler-411,2.36345,Kepler-411,,,TIC 399954349,Gaia DR3 2132768956905956352,K2 V,4974,0.82,0.87,-0.57899,1.94,4.6,0.212,0.21,[Fe/H],-20.68659,10.4,,
Kepler-412,2.515413,Kepler-412,,,TIC 158170594,Gaia DR3 2105678089908733824,G3 V,5750,1.287,1.167,0.26854,0.97299,4.3,5.37,0.27,[Fe/H],-54.576,,5,
Kepler-413,2.50058,Kepler-413,,,TIC 298969838,Gaia DR3 2133352385261516928,,4700,0.7761,0.82,-0.42994,1.755,4.5721,,-0.2,[Fe/H],-27.784,,5,
Kepler-414,2.22025,Kepler-414,,,TIC 28357724,Gaia DR3 2086519821353411456,,5536,0.946,0.89,-0.16917,1.41,4.47,1.55,0.18,[Fe/H],-28.2,,6.1,
Kepler-415,2.429165,Kepler-415,,,TIC 138365520,Gaia DR3 2052280548230453760,,4362,0.643,0.67,-0.80504,2.40794,4.62,4.9,0.01,[Fe/H],,,,
Kepler-416,2.437462,Kepler-416,,,TIC 137217372,Gaia DR3 2052975370856687744,,5670,1.022,0.949,0.02791,0.55826,4.397,2.69,0.06,[Fe/H],,,,
Kepler-416,2.437462,Kepler-416,,,TIC 137217372,Gaia DR3 2052975370856687744,,5718,1.075,1,0.02791,1.08,4.42,2.69,0.1259,[M/H],,,,
Kepler-417,2.500811,Kepler-417,,,TIC 270705374,Gaia DR3 2077774099706867712,,5177,0.806,0.9,-0.41061,3.45158,4.57,4.9,-0.204,[M/H],,,,
Kepler-418,2.425532,Kepler-418,,,TIC 377871791,Gaia DR3 2052117923590073600,,5820,1.09,0.98,0.11114,1.51,4.35,7,-0.05,[M/H],-18.452,,3.5,
Kepler-418,2.425532,Kepler-418,,,TIC 377871791,Gaia DR3 2052117923590073600,,5822,1.081,0.957,0.11114,1.76732,4.351,2.1,-0.06,[Fe/H],-18.452,,3.5,
Kepler-419,2.50294,Kepler-419,,,TIC 27454084,Gaia DR3 2135604425595213440,,6430,1.74,1.39,0.7268,13.34,4.1,2.14,0.176,[Fe/H],,4.492,14.41,
Kepler-42,2.535290,Kepler-42,,,TIC 63126862,Gaia DR3 2126556132093765888,M,3068,0.17,0.13,-2.62,26.8,5.11,4.5,-0.33,[M/H],-84.48,,3.3,
Kepler-421,2.540862,Kepler-421,,,TIC 164522394,Gaia DR3 2106891671567353728,G9/K0,5308,0.757,0.794,-0.398,1.58,4.61,4,-0.25,[Fe/H],,,0,
Kepler-422,2.561160,Kepler-422,,,TIC 123495874,Gaia DR3 2107114704928577792,,5972,1.24,1.15,0.24,0.86,4.31,3.4,0.23,[Fe/H],-11.69,,2.2,
Kepler-423,2.561930,Kepler-423,,,TIC 63452790,Gaia DR3 2128273225659492608,G4 V,5560,0.95,0.85,-0.018,1.398,4.41,11,-0.1,[M/H],-3.041,22.05,2.5,
Kepler-424,2.26011,Kepler-424,,,TIC 264508014,Gaia DR3 2086877265710250496,,5460,0.94,1.01,-0.15,1.73,4.5,4.9,0.44,[Fe/H],,,0.5,
Kepler-425,2.458949,Kepler-425,,,TIC 122441491,Gaia DR3 2101184111011462144,K1 V,5170,0.86,0.93,-0.323,1.448,4.535,5,0.24,[Fe/H],-45.404,,3,
Kepler-426,2.35364,Kepler-426,,,TIC 299220166,Gaia DR3 2132623993168462464,G1 V,5725,0.92,0.91,-0.089,1.17,4.471,6,-0.21,[Fe/H],-78.835,,3,
Kepler-427,2.517477,Kepler-427,,,TIC 158668572,Gaia DR3 2103014626070505344,G2 V,5800,1.35,0.96,0.29,0.4,4.14,7,-0.19,[Fe/H],-23.938,,3,
Kepler-428,2.458997,Kepler-428,,,TIC 122596693,Gaia DR3 2101186168296277376,K1 V,5150,0.8,0.87,-0.39,1.704,4.571,5,0.09,[Fe/H],-21.302,,2,
Kepler-43,2.567478,Kepler-43,,,TIC 164892194,Gaia DR3 2107314266289095296,F8 V,6041,1.42,1.32,0.326,0.49,4.26,0.69,0.33,[Fe/H],-37.591,12.95,4.9,
Kepler-430,2.36623,Kepler-430,,,TIC 26748113,Gaia DR3 2129833810615727488,,5884,1.485,1.166,0.31207,0.48,4.15,4.68,0.2,[Fe/H],,,,
Kepler-431,2.508070,Kepler-431,,,TIC 123231081,Gaia DR3 2116862833283266432,,6004,1.092,1.071,0.49839,0.27,4.4,4.34,0.07,[Fe/H],-8.99744,,,
Kepler-432,2.21698,Kepler-432,,,TIC 26817004,Gaia DR3 2128901871432519936,,4995,4.06,1.32,0.92561,0.02794,3.345,4.2,-0.07,[M/H],-35.22,77,2.7,
Kepler-433,2.467853,Kepler-433,,,TIC 169556484,Gaia DR3 2073856917743350784,,6360,2.26,1.46,0.88,0.177,3.892,2.67,-0.01,[Fe/H],-1.284,,11,
Kepler-434,2.504008,Kepler-434,,,TIC 270611401,Gaia DR3 2077823440291891840,,5977,1.38,1.198,0.33,0.65,4.242,4,0.25,[Fe/H],-51.156,,3,
Kepler-435,2.507245,Kepler-435,,,TIC 63211674,Gaia DR3 2125913531966017408,,6161,3.21,1.538,1.129,0.066,3.613,2.25,-0.18,[Fe/H],-26.3665,,6,
Kepler-436,2.532823,Kepler-436,,,TIC 185408817,Gaia DR3 2081897989863673216,,4685,0.71,0.75,-0.701,2.34,4.62,4.07,0.02,[Fe/H],,,,
Kepler-436,2.532823,Kepler-436,,,TIC 185408817,Gaia DR3 2081897989863673216,,4651,0.697,0.729,-0.701,3.03,4.619,3,0.01,[Fe/H],,,,
Kepler-437,2.524355,Kepler-437,,,TIC 273138666,,,4551,0.68,0.707,-0.762,3.18,4.629,2.9,0,[Fe/H],,,,
Kepler-438,2.485874,Kepler-438,,,TIC 336266673,Gaia DR3 2104675781979819776,,3748,0.52,0.544,-1.357,5.52,4.74,4.4,0.16,[Fe/H],,,,
Kepler-439,2.522687,Kepler-439,,,TIC 123202589,Gaia DR3 2117331813650826624,,5431,0.866,0.884,-0.236,1.89,4.514,7.2,0.02,[Fe/H],-39.88,,1.9,
Kepler-44,2.552511,Kepler-44,,,TIC 239277658,Gaia DR3 2085222191474854656,G2 IV,5800,1.35,1.12,0.34743,0.63,4.22,5.8,0.15,[Fe/H],-35.892,,4,
Kepler-440,2.477370,Kepler-440,,,TIC 120495880,Gaia DR3 2103871317426712448,,4134,0.559,0.575,-1.102,4.76,4.706,1.3,-0.3,[Fe/H],,,,
